"price","resid_area","air_qual","room_num","age","teachers","poor_prop","airportYES","n_hos_beds","n_hot_rooms","waterbodyLake","waterbodyLake and River","waterbodyRiver","rainfall","parks","Sold","avg_dist"
29.8,48.1,0.614,6.98,67.6,19.8,11.66,1,7.396,15.2384,0,1,0,56,0.062915696,0,2.5325
13.8,48.1,0.584,5.427,95.4,19.8,18.14,0,9.076,11.1104,0,1,0,47,0.049707252,0,2.4275
13.3,48.1,0.584,6.162,97.4,19.8,24.1,1,9.066,11.1064,1,0,0,27,0.063035421,0,2.205
16.7,48.1,0.614,6.484,93.6,19.8,18.68,1,6.134,14.1336,0,0,1,22,0.056696324,1,2.3025
12,48.1,0.614,5.304,97.3,19.8,24.91,0,9.34,15.096,1,0,0,39,0.061921548,0,2.1025
14.6,48.1,0.614,6.185,96.7,19.8,18.03,1,5.292,15.1168,1,0,0,60,0.065217793,0,2.17
21.4,48.1,0.614,6.229,88,19.8,13.11,0,6.128,10.1712,0,0,1,32,0.063157529,1,1.95
23,48.1,0.532,6.242,64.7,19.8,10.74,0,8.56,13.184,0,0,1,22,0.046089256,0,3.4225
23.7,48.1,0.532,6.75,74.9,19.8,7.74,0,6.974,15.1896,0,0,0,46,0.046987414,1,3.33
25,48.1,0.532,7.061,77,19.8,7.01,0,5.5,11.2,1,0,0,29,0.058384238,0,3.41
21.8,48.1,0.532,5.762,40.3,19.8,10.42,0,9.636,14.1744,0,1,0,57,0.048221723,1,4.1
20.6,48.1,0.583,5.871,41.9,19.8,13.34,1,8.112,12.1648,1,0,0,31,0.060860495,0,3.7225
21.2,48.1,0.583,6.312,51.9,19.8,10.58,0,9.024,13.1696,0,1,0,51,0.049993542,0,3.99
19.1,48.1,0.583,6.114,79.8,19.8,14.98,1,8.582,12.1528,0,0,0,57,0.059506497,0,3.545
20.6,48.1,0.583,5.905,53.2,19.8,11.45,0,8.412,11.1648,0,0,0,44,0.062054499,1,3.15
15.2,57.74,0.609,5.454,92.7,19.9,18.06,0,6.004,14.1216,0,0,0,28,0.060475976,0,1.82
7,57.74,0.609,5.414,98.3,19.9,23.97,0,9.84,15.056,0,0,0,29,0.065888635,1,1.7575
8.1,57.74,0.609,5.093,98,19.9,29.68,1,9.162,10.0648,0,1,0,49,0.062741536,1,1.8225
13.6,57.74,0.609,5.983,98.8,19.9,18.07,0,7.072,14.1088,0,0,0,47,0.056278464,1,1.8675
20.1,57.74,0.609,5.983,83.5,19.9,13.35,1,8.902,13.1608,0,0,1,57,0.062228045,1,2.1075
21.8,39.69,0.585,5.707,54,20.8,12.01,1,5.936,14.1744,0,0,1,31,0.058020893,1,2.3825
24.5,39.69,0.585,5.926,42.6,20.8,13.59,1,8.79,11.196,0,0,1,47,0.054577495,1,2.38
23.1,39.69,0.585,5.67,28.8,20.8,17.6,0,8.462,14.1848,0,1,0,55,0.055591669,0,2.8
19.7,39.69,0.585,5.39,72.9,20.8,21.14,0,7.89976706827309,12.1576,0,0,1,44,0.061026488,0,2.7975
18.3,39.69,0.585,5.794,70.6,20.8,14.1,1,5.366,14.1464,1,0,0,55,0.057946368,0,2.8925
21.2,39.69,0.585,6.019,65.3,20.8,12.92,1,5.824,14.1696,0,0,1,32,0.054545842,0,2.4075
17.5,39.69,0.585,5.569,73.5,20.8,15.1,0,9.85,14.14,1,0,0,47,0.063466301,1,2.4
16.8,39.69,0.585,6.027,79.7,20.8,14.33,0,6.236,14.1344,1,0,0,54,0.052497379,0,2.4975
22.4,41.93,0.573,6.593,69.1,19,9.67,0,9.348,12.1792,0,1,0,27,0.056005681,1,2.4775
20.6,41.93,0.573,6.12,76.7,19,9.08,1,6.612,13.1648,0,1,0,20,0.059903421,1,2.2875
23.9,41.93,0.573,6.976,91,19,5.64,0,5.478,12.1912,0,0,0,31,0.057572286,1,2.1675
22,41.93,0.573,6.794,89.3,19,6.48,1,7.94,15.176,0,0,0,47,0.060694299,1,2.39
19,41.93,0.573,6.03,80.8,19,7.88,1,10.28,10.152,0,0,0,45,0.060335899,1,2.505
